acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
,501,501_440915,,440915,,
Q9NXG0,502,502_54875,CNTLN,54875,"Centlein (Centrosomal protein)
",http://www.uniprot.org/uniprot/Q9NXG0
P08235,502,502_4306,NR3C2,4306,"Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2)
",http://www.uniprot.org/uniprot/P08235
P24278,502,502_7597,ZBTB25,7597,"Zinc finger and BTB domain-containing protein 25 (Zinc finger protein 46) (Zinc finger protein KUP)
",http://www.uniprot.org/uniprot/P24278
Q8N4J0,502,502_138199,CARNMT1,138199,"Carnosine N-methyltransferase (EC 2.1.1.22)
",http://www.uniprot.org/uniprot/Q8N4J0
Q96B70,502,502_94059,LENG9,94059,"Leukocyte receptor cluster member 9
",http://www.uniprot.org/uniprot/Q96B70
Q6SZW1,502,502_23098,SARM1,23098,"Sterile alpha and TIR motif-containing protein 1 (Sterile alpha and Armadillo repeat protein) (Sterile alpha motif domain-containing protein 2) (MyD88-5) (SAM domain-containing protein 2) (Tir-1 homolog)
",http://www.uniprot.org/uniprot/Q6SZW1
O43318,502,502_6885,MAP3K7,6885,"Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)
",http://www.uniprot.org/uniprot/O43318
Q9NZJ0,502,502_51514,DTL,51514,"Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)
",http://www.uniprot.org/uniprot/Q9NZJ0
O15541,502,502_7737,RNF113A,7737,"RING finger protein 113A (Zinc finger protein 183)
",http://www.uniprot.org/uniprot/O15541
Q9UGI0,503,503_54764,ZRANB1,54764,"Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1)
",http://www.uniprot.org/uniprot/Q9UGI0
P30039,503,503_64081,PBLD,64081,"Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-) (MAWD-binding protein) (MAWDBP) (Unknown protein 32 from 2D-page of liver tissue)
",http://www.uniprot.org/uniprot/P30039
P02792,504,504_2512,FTL,2512,"Ferritin light chain (Ferritin L subunit)
",http://www.uniprot.org/uniprot/P02792
P60983,504,504_2764,GMFB,2764,"Glia maturation factor beta (GMF-beta)
",http://www.uniprot.org/uniprot/P60983
P20711,505,505_1644,DDC,1644,"Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)
",http://www.uniprot.org/uniprot/P20711
P35613,505,505_682,BSG,682,"Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)
",http://www.uniprot.org/uniprot/P35613
P43363,506,506_4109,MAGEA10,4109,"Melanoma-associated antigen 10 (Cancer/testis antigen 1.10) (CT1.10) (MAGE-10 antigen)
",http://www.uniprot.org/uniprot/P43363
Q8IV48,506,506_90459,ERI1,90459,"3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO)
",http://www.uniprot.org/uniprot/Q8IV48
Q8WUB2,506,506_29902,FAM216A,29902,"Protein FAM216A
",http://www.uniprot.org/uniprot/Q8WUB2
Q9P0K8,506,506_55810,FOXJ2,55810,"Forkhead box protein J2 (Fork head homologous X)
",http://www.uniprot.org/uniprot/Q9P0K8
Q96CD0,507,507_55336,FBXL8,55336,"F-box/LRR-repeat protein 8 (F-box and leucine-rich repeat protein 8) (F-box protein FBL8)
",http://www.uniprot.org/uniprot/Q96CD0
Q9H469,507,507_79176,FBXL15,79176,"F-box/LRR-repeat protein 15 (F-box only protein 37)
",http://www.uniprot.org/uniprot/Q9H469
Q8NCJ5,507,507_84926,SPRYD3,84926,"SPRY domain-containing protein 3
",http://www.uniprot.org/uniprot/Q8NCJ5
P63208,507,507_6500,SKP1,6500,"S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)
",http://www.uniprot.org/uniprot/P63208
Q13158,508,508_8772,FADD,8772,"FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity) (Protein FADD)
",http://www.uniprot.org/uniprot/Q13158
Q9NZH6,508,508_27178,IL37,27178,"Interleukin-37 (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1) (Interleukin-23) (IL-37)
",http://www.uniprot.org/uniprot/Q9NZH6
P30084,509,509_1892,ECHS1,1892,"Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)
",http://www.uniprot.org/uniprot/P30084
P09525,509,509_307,ANXA4,307,"Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II)
",http://www.uniprot.org/uniprot/P09525
P08754,510,510_2773,GNAI3,2773,"Guanine nucleotide-binding protein G(k) subunit alpha (G(i) alpha-3)
",http://www.uniprot.org/uniprot/P08754
O14924,510,510_6002,RGS12,6002,"Regulator of G-protein signaling 12 (RGS12)
",http://www.uniprot.org/uniprot/O14924
P61952,510,510_2791,GNG11,2791,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11
",http://www.uniprot.org/uniprot/P61952
Q8WVC0,511,511_123169,LEO1,123169,"RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)
",http://www.uniprot.org/uniprot/Q8WVC0
Q6PD62,511,511_9646,CTR9,9646,"RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)
",http://www.uniprot.org/uniprot/Q6PD62
Q8N7H5,511,511_54623,PAF1,54623,"RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)
",http://www.uniprot.org/uniprot/Q8N7H5
Q9GZS3,511,511_80349,WDR61,80349,"WD repeat-containing protein 61 (Meiotic recombination REC14 protein homolog) (SKI8 homolog) (Ski8) [Cleaved into: WD repeat-containing protein 61, N-terminally processed]
",http://www.uniprot.org/uniprot/Q9GZS3
A5PLN9,511,511_80006,TRAPPC13,80006,"Trafficking protein particle complex subunit 13
",http://www.uniprot.org/uniprot/A5PLN9
Q96ST2,511,511_55677,IWS1,55677,"Protein IWS1 homolog (IWS1-like protein)
",http://www.uniprot.org/uniprot/Q96ST2
P02689,512,512_5375,PMP2,5375,"Myelin P2 protein (Peripheral myelin protein 2)
",http://www.uniprot.org/uniprot/P02689
P36969,512,512_2879,GPX4,2879,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)
",http://www.uniprot.org/uniprot/P36969
P09104,512,512_2026,ENO2,2026,"Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)
",http://www.uniprot.org/uniprot/P09104
O15540,512,512_2173,FABP7,2173,"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)
",http://www.uniprot.org/uniprot/O15540
P05413,512,512_2170,FABP3,2170,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)
",http://www.uniprot.org/uniprot/P05413
Q01469,512,512_2171,FABP5,2171,"Fatty acid-binding protein, epidermal (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein 5) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)
",http://www.uniprot.org/uniprot/Q01469
P49773,512,512_3094,HINT1,3094,"Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)
",http://www.uniprot.org/uniprot/P49773
Q01995,512,512_6876,TAGLN,6876,"Transgelin (22 kDa actin-binding protein) (Protein WS3-10) (Smooth muscle protein 22-alpha) (SM22-alpha)
",http://www.uniprot.org/uniprot/Q01995
P37802,512,512_8407,TAGLN2,8407,"Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)
",http://www.uniprot.org/uniprot/P37802
Q96S06,513,513_64788,LMF1,64788,"Lipase maturation factor 1 (Transmembrane protein 112)
",http://www.uniprot.org/uniprot/Q96S06
P28074,513,513_5693,PSMB5,5693,"Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)
",http://www.uniprot.org/uniprot/P28074
Q53H80,513,513_55122,AKIRIN2,55122,"Akirin-2
",http://www.uniprot.org/uniprot/Q53H80
P35030,513,513_5646,PRSS3,5646,"Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV)
",http://www.uniprot.org/uniprot/P35030
Q7Z4S6,514,514_55605,KIF21A,55605,"Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62)
",http://www.uniprot.org/uniprot/Q7Z4S6
Q14678,514,514_23189,KANK1,23189,"KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein)
",http://www.uniprot.org/uniprot/Q14678
P63167,514,514_8655,DYNLL1,8655,"Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)
",http://www.uniprot.org/uniprot/P63167
Q9UKI8,514,514_9874,TLK1,9874,"Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)
",http://www.uniprot.org/uniprot/Q9UKI8
Q13443,515,515_8754,ADAM9,8754,"Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)
",http://www.uniprot.org/uniprot/Q13443
P51805,515,515_55558,PLXNA3,55558,"Plexin-A3 (Plexin-4) (Semaphorin receptor SEX)
",http://www.uniprot.org/uniprot/P51805
Q14703,515,515_8720,MBTPS1,8720,"Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)
",http://www.uniprot.org/uniprot/Q14703
Q9UIW2,515,515_5361,PLXNA1,5361,"Plexin-A1 (Semaphorin receptor NOV)
",http://www.uniprot.org/uniprot/Q9UIW2
Q92729,515,515_10076,PTPRU,10076,"Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi)
",http://www.uniprot.org/uniprot/Q92729
Q9NZ56,516,516_56776,FMN2,56776,"Formin-2
",http://www.uniprot.org/uniprot/Q9NZ56
P37173,516,516_7048,TGFBR2,7048,"TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)
",http://www.uniprot.org/uniprot/P37173
P19652,517,517_5005,ORM2,5005,"Alpha-1-acid glycoprotein 2 (AGP 2) (Orosomucoid-2) (OMD 2)
",http://www.uniprot.org/uniprot/P19652
,517,517_337,,337,,
P02652,517,517_336,APOA2,336,"Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76))]
",http://www.uniprot.org/uniprot/P02652
P00450,517,517_1356,CP,1356,"Ceruloplasmin (EC 1.16.3.1) (Ferroxidase)
",http://www.uniprot.org/uniprot/P00450
P04217,517,517_1,A1BG,1,"Alpha-1B-glycoprotein (Alpha-1-B glycoprotein)
",http://www.uniprot.org/uniprot/P04217
P02656,517,517_345,APOC3,345,"Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)
",http://www.uniprot.org/uniprot/P02656
Q8N9F7,517,517_284161,GDPD1,284161,"Glycerophosphodiester phosphodiesterase domain-containing protein 1 (EC 3.1.-.-) (Glycerophosphodiester phosphodiesterase 4)
",http://www.uniprot.org/uniprot/Q8N9F7
P69905,517,517_3040,HBA1;,3040,"Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)
",http://www.uniprot.org/uniprot/P69905
P68871,517,517_3043,HBB,3043,"Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]
",http://www.uniprot.org/uniprot/P68871
P12694,518,518_593,BCKDHA,593,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)
",http://www.uniprot.org/uniprot/P12694
Q8N3J5,518,518_152926,PPM1K,152926,"Protein phosphatase 1K, mitochondrial (EC 3.1.3.16) (PP2C domain-containing protein phosphatase 1K) (PP2C-like mitochondrial protein) (PP2C-type mitochondrial phosphoprotein phosphatase) (PTMP) (Protein phosphatase 2C isoform kappa) (PP2C-kappa)
",http://www.uniprot.org/uniprot/Q8N3J5
P21953,518,518_594,BCKDHB,594,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDE1B) (BCKDH E1-beta)
",http://www.uniprot.org/uniprot/P21953
Q5TCZ1,519,519_9644,SH3PXD2A,9644,"SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains)
",http://www.uniprot.org/uniprot/Q5TCZ1
Q9NQC3,519,519_57142,RTN4,57142,"Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)
",http://www.uniprot.org/uniprot/Q9NQC3
Q15041,519,519_23204,ARL6IP1,23204,"ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1)
",http://www.uniprot.org/uniprot/Q15041
P14415,519,519_482,ATP1B2,482,"Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)
",http://www.uniprot.org/uniprot/P14415
O95714,520,520_8924,HERC2,8924,"E3 ubiquitin-protein ligase HERC2 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 2)
",http://www.uniprot.org/uniprot/O95714
O15062,520,520_9925,ZBTB5,9925,"Zinc finger and BTB domain-containing protein 5
",http://www.uniprot.org/uniprot/O15062
Q96HD1,521,521_78987,CRELD1,78987,"Cysteine-rich with EGF-like domain protein 1
",http://www.uniprot.org/uniprot/Q96HD1
Q9NY26,521,521_27173,SLC39A1,27173,"Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (hZIP1)
",http://www.uniprot.org/uniprot/Q9NY26
O15078,522,522_80184,CEP290,80184,"Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein) (Cancer/testis antigen 87) (CT87) (Nephrocystin-6) (Tumor antigen se2-2)
",http://www.uniprot.org/uniprot/O15078
O43303,522,522_9738,CCP110,9738,"Centriolar coiled-coil protein of 110 kDa (Centrosomal protein of 110 kDa) (CP110) (Cep110)
",http://www.uniprot.org/uniprot/O43303
Q8IW35,522,522_79598,CEP97,79598,"Centrosomal protein of 97 kDa (Cep97) (Leucine-rich repeat and IQ domain-containing protein 2)
",http://www.uniprot.org/uniprot/Q8IW35
O60308,522,522_9731,CEP104,9731,"Centrosomal protein of 104 kDa (Cep104)
",http://www.uniprot.org/uniprot/O60308
Q08043,523,523_89,ACTN3,89,"Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)
",http://www.uniprot.org/uniprot/Q08043
O00151,523,523_9124,PDLIM1,9124,"PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)
",http://www.uniprot.org/uniprot/O00151
Q9UBS8,524,524_9604,RNF14,9604,"E3 ubiquitin-protein ligase RNF14 (EC 6.3.2.-) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14) (Triad2 protein)
",http://www.uniprot.org/uniprot/Q9UBS8
Q08174,524,524_5097,PCDH1,5097,"Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)
",http://www.uniprot.org/uniprot/Q08174
Q9Y4K3,525,525_7189,TRAF6,7189,"TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85)
",http://www.uniprot.org/uniprot/Q9Y4K3
Q05D60,525,525_159989,CCDC67,159989,"Deuterosome protein 1 (Coiled-coil domain-containing protein 67)
",http://www.uniprot.org/uniprot/Q05D60
Q8IUH3,526,526_129831,RBM45,129831,"RNA-binding protein 45 (Developmentally-regulated RNA-binding protein 1) (RB-1) (RNA-binding motif protein 45)
",http://www.uniprot.org/uniprot/Q8IUH3
O00142,526,526_7084,TK2,7084,"Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (Mt-TK)
",http://www.uniprot.org/uniprot/O00142
O94907,526,526_22943,DKK1,22943,"Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK)
",http://www.uniprot.org/uniprot/O94907
P62312,527,527_11157,LSM6,11157,"U6 snRNA-associated Sm-like protein LSm6
",http://www.uniprot.org/uniprot/P62312
P62310,527,527_27258,LSM3,27258,"U6 snRNA-associated Sm-like protein LSm3
",http://www.uniprot.org/uniprot/P62310
O43542,528,528_7517,XRCC3,7517,"DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)
",http://www.uniprot.org/uniprot/O43542
O43502,528,528_5889,RAD51C,5889,"DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2)
",http://www.uniprot.org/uniprot/O43502
P18074,529,529_2068,ERCC2,2068,"TFIIH basal transcription factor complex helicase XPD subunit (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)
",http://www.uniprot.org/uniprot/P18074
Q92547,529,529_11073,TOPBP1,11073,"DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)
",http://www.uniprot.org/uniprot/Q92547
P53350,529,529_5347,PLK1,5347,"Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)
",http://www.uniprot.org/uniprot/P53350
Q7RTS9,530,530_54808,DYM,54808,"Dymeclin (Dyggve-Melchior-Clausen syndrome protein)
",http://www.uniprot.org/uniprot/Q7RTS9
Q16637,530,530_6607,SMN1,6607,"Survival motor neuron protein (Component of gems 1) (Gemin-1)
",http://www.uniprot.org/uniprot/Q16637
Q9ULJ3,531,531_49854,ZBTB21,49854,"Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295)
",http://www.uniprot.org/uniprot/Q9ULJ3
O14958,531,531_845,CASQ2,845,"Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)
",http://www.uniprot.org/uniprot/O14958
Q9UER7,531,531_1616,DAXX,1616,"Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein)
",http://www.uniprot.org/uniprot/Q9UER7
Q9H329,531,531_54566,EPB41L4B,54566,"Band 4.1-like protein 4B (FERM-containing protein CG1) (Protein EHM2)
",http://www.uniprot.org/uniprot/Q9H329
Q9NQV6,531,531_56980,PRDM10,56980,"PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)
",http://www.uniprot.org/uniprot/Q9NQV6
Q8N3Y1,531,531_26259,FBXW8,26259,"F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29)
",http://www.uniprot.org/uniprot/Q8N3Y1
Q9Y576,531,531_51665,ASB1,51665,"Ankyrin repeat and SOCS box protein 1 (ASB-1)
",http://www.uniprot.org/uniprot/Q9Y576
Q96NA8,531,531_203062,TSNARE1,203062,"t-SNARE domain-containing protein 1
",http://www.uniprot.org/uniprot/Q96NA8
Q96JP5,531,531_80829,ZFP91,80829,"E3 ubiquitin-protein ligase ZFP91 (EC 6.3.2.-) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)
",http://www.uniprot.org/uniprot/Q96JP5
